keyword,title,link,summary,date
재건축 완화,"광명시, 건축조례 개정… 재개발·재건축 인동간격 기준 완화",https://sports.donga.com/region/article/all/20250315/131211882/1,"●광명시, 주택정비사업 인동간격완화… 0.8배→0.5배 광명시(시장 박승원)가 ‘광명시 건축조례’를 개정해 재개발·재건축등 주택정비사업에서 아파트 건축물 사이의 인동간격 기준을완화했다고 15일 밝혔다. ●인동간격 기준완화인동간격(隣棟間隔)은 건축물 사이의 거리를 의미한다. 광명시 건축조례...",
재건축 완화,준서울 광명 하안주공 재건축 '탄력',https://www.mk.co.kr/article/11268044,대부분 단지가 15층 높이의 중고층이라 기존 용적률로는 사업성이 떨어져재건축이 어렵다고 판단한 것으로 해석된다. 용적률과 높이 규제가완화되면 하안주공 아파트들은 기존보다 약 6000가구 늘어난 약 2만8000가구 규모 주거 단지로 변신하게 된다. 최고 높이 기준은 130ｍ로 제시됐다. 보통 아파트...,
재건축 완화,'오락가락' 부동산 정책…35일 만에 규제완화 없던 일로,http://www.metroseoul.co.kr/article/20250319500379,"말을 뒤집은 것은 물론 이전보다 지정 구역은 광범위하게 확대됐으며, 개발호재나재건축등 특정사유 없이 모든 아파트를 대상으로 했다. 전문가들은 비규제 지역으로의 풍선효과를 유발하고, 실수요자의 서울 내집마련을 더 어렵게 만드는 부작용을 초래할 것으로 우려했다. ◆ 광범위한 토허제 지정…추가도...",
재건축 완화,홍준표 “종부세 폐지하고 재산세 현실화해야…재건축부담금도 폐지하자”,https://biz.heraldcorp.com/article/10444583?ref=naver,"또 “부동산 거래도 좀 활발하게 할 수 있게 양도소득세를완화하고,재건축부담금은 다 폐지해야 한다”고 하기도 했다. 그는 “내 집에서 평생 사는데 30~40년이 되면 낡아진다. 내 집을 헐어서 좋은 집을 짓겠다는데재건축부담금을 내라”냐며 “(오래된 집에서) 여태 고생한 것도 억울한테 초과이익을 왜...",
재건축 완화,목동 신시가지 재건축 ‘속도’…공사비·인허가 등 ‘걸림돌’,https://www.ekn.kr/web/view.php?key=20250318024147499,"그러나 윤석열 정부가 노후계획도시법을 제정하고, 서울시가 도시정비법을완화하면서 목동재건축사업에 속도가 붙었다. 여기에 '똘똘한 한 채' 선호가 겹치며 목동 신시가지 일대 아파트 가격는 호가가 치솟고 신고가가 잇따르고 있다. 입지가 뛰어나다 알려진 7단지의 경우 121㎡(36평) 매물이 기존...",
재건축 완화,‘얼죽신’ 가고 ‘얼죽재(얼어 죽어도 재건축)’ 온다[집슐랭],https://www.sedaily.com/NewsView/2GQ8Q5FHGV,윤지해 부동산R114 수석연구원은 “재건축사업 규제가완화하면서 입지가 우수하고 사업성이 담보되는 구축 단지 위주로 수요가 집중될 수밖에 없을 것”이라며 “신축 공급이 한정적이어서 당분간 구축 아파트 가격은 신축 단지 가격과 연동되며 상승세가 이어질 것”이라고 전망했다.,
재건축 완화,"서울시, '도시정비 기본계획' 손본다…재개발·재건축 규제철폐 지원",https://www.newsis.com/view/NISX20250312_0003095316,재개발 ▲재건축▲주거환경개선사업의 기본방향을 제시하는 정비사업 부문 최상위 법정계획이다. 이번 변경안은 앞서 시가 지난 1~2월 속도감 있는 정비사업 추진을 위해 발표한 규제철폐안들을 담기 위한 것이다. 구체적으로 ▲도시규제지역에 대한 정비사업 공공기여 비율 추가완화(3호) ▲정비사업...,
재건축 완화,"여의도 재건축도 ‘잰걸음’, 분쟁 끝내고 속도 내는 주요 단지들",https://biz.chosun.com/real_estate/real_estate_general/2025/03/16/P3RJT5YCIJAGBLLIBX6QRIT63M/?utm_source=naver&utm_medium=original&utm_campaign=biz,일부 단지들은 규제완화에 맞춰 상업시설 최소화하고 주택 비중 높이는 방안을 검토 중이다. 실제로 여의도 광장아파트 1·2동재건축조합은재건축시 주택 비중을 최대 100%까지 높이는 방안을 검토 중인 것으로 알려졌다.재건축기대감이 커지면서 여의도 부동산 시장에 수요가 몰려 매물 감소현상이...,
재건축 완화,"보폭 넓히는 與잠룡… MB 만난 안철수, 재건축 찾은 오세훈, 조계사 방문 한동훈",https://www.seoul.co.kr/news/politics/2025/03/18/20250318009004?wlog_tag3=naver,오류동 화랑주택은 서울시가 지난달 제2·3종 일반주거지역의 소형 건축물 용적률을 3년 동안완화하는 내용의 규제 철폐안을 처음으로 적용한 현장이다. 오 시장은 “소규모 재개발 주택 사업이 활성화되면 적은 비용으로재건축·재개발을 해 불황을 이겨 낼 수 있다”고 강조했다. 김 장관은 건설업계 노사...,
재건축 완화,광진구 중곡동 신향빌라 재건축 속도,https://www.rcast.co.kr/news/articleView.html?idxno=27311,"신향빌라는 1986년도에 준공돼 낡고 노후된 주택지로 꼽혔왔다. 이번 결정은 시가 주택공급 확대와 주택시장 안정화를 목표로 시행한 2종 7층 규제완화정책이 적용된재건축사업 첫 사례다. <저작권자 리얼캐스트, 무단 전재 및 재배포 금지>",
재건축 완화,"서울시, 광진구 재개발·재건축 속도…한강 변 49층 대단지 조성",https://www.news1.kr/realestate/general/5720328,"신향빌라는 '2종 7층 규제완화정책'이 적용된 첫 번째재건축사업 사례다. 1986년도에 준공돼 노후화된 신향빌라의재건축사업이 한층 탄력을 받을 것으로 기대된다. 최진석 서울시 주택실장은 ""주거환경이 열악한 노후 주택가 일대에 양질의 주택공급을 공급할 수 있어 주거환경 개선 효과가 기대된다...",
재건축 완화,"서울시, 재개발·재건축 규제 완화… 정비사업 속도 낸다",https://www.newscj.com/news/articleView.html?idxno=3244739,"서울시가 재개발·재건축사업의 속도를 높이기 위해 관련 규제를완화한다고 12일 밝혔다. 시는 '2030 서울특별시 도시·주거환경정비 기본계획' 변경안을 마련해, 13일부터 시민 공람을 시작한다. 이번 변경안에는 높이제한 지역의 공공기여 부담완화, 입체공원 도입, 역세권 준주거지역 상향 등의 내용이...",
재건축 완화,"""재건축 비리 직접 수사할게""…서울시 '특사경 수사' 확대 건의",https://www.news1.kr/realestate/general/5717150,정부가재건축규제를완화하는 추세인 만큼재건축·재개발 조합 문제 등 관련 비리가 늘어날 가능성이 높아 수사권 확대를 제안한 것이다. 13일 서울시에 따르면 2월 말 부동산 특사경 공무원들이 민간재건축·재개발 관련 비리를 감시하고 수사할 수 있도록 사법경찰 직무법 개정을 건의했다. 현재 서울시...,
재건축 완화,"국토장관 “빈집이 문제인 시대, 도심 재건축 활성화 필요”",https://www.munhwa.com/news/view.html?no=2025031101039910274006,"전문건설공제조합 강연…""부동산 생산·투자·소비구조 변해야"" 그린벨트 활용·도시 밀도 규제완화필요성 강조 박상우 국토교통부 장관은 빈집이... 그는 ""인구 문제 등을 고려했을 때 우리도 결국 일본처럼 ‘콤팩트 시티(compact city)’로 가야 한다""며 ""이를 위해 도심재건축을 활성화하고, 높이·용도·밀도...",
재건축 완화,[주택정책 원점부터 다시 짜자]<해법1>다주택자 규제 완화로 유동성ㆍ수요 분산해야,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202503250947047440447,재건축입주권 외 1주택을 보유한 조합원은 3주택자에 해당하는 세금 폭탄을 맞았다. 시장 전문가들은 다주택자에 대한 세부담완화가 서울 쏠림 현상과 동시에 지방 아파트 미분양 해결의 실질적 대책이라 보고 있다. 지방수요 창출을 위해 취득세 중과세율을 12%에서 2주택 기준 1~3% 수준으로완화하고...,
재건축 완화,"광명시, 재개발·재건축 등 아파트 간격 기준 완화",http://www.shinailbo.co.kr/news/articleView.html?idxno=2020747,"경기 광명시가 ‘광명시 건축조례’를 개정해 재개발·재건축등 주택정비사업에서 아파트 건축물 사이에 띄워야 하는 인동간격 기준을완화했다고 16일 밝혔다. 인동간격(隣棟間隔)은 건축물이나 구조물 사이의 거리(간격)를 의미하며, 건축법과 지방자치단체 조례로 기준이 정해져 있다. 인동간격을...",
재건축 완화,"[속보] 재건축·재개발에 ""50억 저리융자로 초기사업비 부담 완화""",https://www.news1.kr/realestate/general/5723811,,
